ship date;tracking;state;zip;custom weight;weight;zone;I;rate;shipper
2016/2/1;1Z091YW70392342303;OH;44212;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/1;1Z091YW70392342303;OH;44212;0;0;8;Third Party Billing Service;0.76;M T L International
2016/2/1;1Z091YW70392342303;OH;44212;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;0;0;7;Fuel Surcharge;1.44;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;0;0;7;Third Party Billing Service;0.76;M T L International
2016/2/1;1Z091YW70391114712;WI;53023;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70394299321;IL;60403;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70394299321;IL;60403;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70394299321;IL;60403;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/1;1Z091YW70394299321;IL;60403;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/1;1Z091YW70394299321;IL;60403;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;0;0;8;Fuel Surcharge;1.64;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;0;0;8;Third Party Billing Service;0.86;M T L International
2016/2/1;1Z091YW70390020137;GA;31546;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;0;0;7;Fuel Surcharge;1.44;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;0;0;7;Third Party Billing Service;0.76;M T L International
2016/2/1;1Z091YW70393481143;WI;54661;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70390566352;NC;28658;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/1;1Z091YW70390566352;NC;28658;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70390566352;NC;28658;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/1;1Z091YW70390566352;NC;28658;0;0;8;Third Party Billing Service;0.76;M T L International
2016/2/1;1Z091YW70390566352;NC;28658;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;24;40;5;Ground Residential Third Party;15.42;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;0;0;5;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;0;0;5;Fuel Surcharge;1.08;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;0;0;5;Third Party Billing Service;0.57;M T L International
2016/2/1;1Z091YW70393439761;NM;87035;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;0;0;8;Fuel Surcharge;1.41;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;0;0;8;Third Party Billing Service;0.74;M T L International
2016/2/1;1Z091YW70393145373;OH;45380;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70394207189;FL;33010;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/1;1Z091YW70394207189;FL;33010;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70394207189;FL;33010;0;0;8;Fuel Surcharge;1.21;M T L International
2016/2/1;1Z091YW70394207189;FL;33010;0;0;8;Third Party Billing Service;0.63;M T L International
2016/2/1;1Z091YW70394207189;FL;33010;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70390569813;IL;60081;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70390569813;IL;60081;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70390569813;IL;60081;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/1;1Z091YW70390569813;IL;60081;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/1;1Z091YW70390569813;IL;60081;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70394896426;IL;60060;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70394896426;IL;60060;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70394896426;IL;60060;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/1;1Z091YW70394896426;IL;60060;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/1;1Z091YW70394896426;IL;60060;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70391399237;NE;69301;24;40;5;Ground Commercial Third Party;14.91;M T L International
2016/2/1;1Z091YW70391399237;NE;69301;0;0;5;Delivery Area Surcharge - Extended;2.3;M T L International
2016/2/1;1Z091YW70391399237;NE;69301;0;0;5;Fuel Surcharge;0.86;M T L International
2016/2/1;1Z091YW70391399237;NE;69301;0;0;5;Third Party Billing Service;0.45;M T L International
2016/2/1;1Z091YW70391399237;NE;69301;0;0;5;Ground Commercial Third Party;0;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;0;0;7;Fuel Surcharge;1.44;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;0;0;7;Third Party Billing Service;0.76;M T L International
2016/2/1;1Z091YW70394082242;KY;42436;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70393629458;GA;30517;16;27;8;Ground Residential Third Party;20;M T L International
2016/2/1;1Z091YW70393629458;GA;30517;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70393629458;GA;30517;0;0;8;Fuel Surcharge;1.11;M T L International
2016/2/1;1Z091YW70393629458;GA;30517;0;0;8;Third Party Billing Service;0.58;M T L International
2016/2/1;1Z091YW70393629458;GA;30517;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;0;0;8;Fuel Surcharge;1.36;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;0;0;8;Third Party Billing Service;0.72;M T L International
2016/2/1;1Z091YW70391229198;WV;26330;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70395578090;SC;29118;24;40;8;Ground Commercial Third Party;25.83;M T L International
2016/2/2;1Z091YW70395578090;SC;29118;0;0;8;Delivery Area Surcharge - Extended;2.3;M T L International
2016/2/2;1Z091YW70395578090;SC;29118;0;0;8;Fuel Surcharge;1.41;M T L International
2016/2/2;1Z091YW70395578090;SC;29118;0;0;8;Third Party Billing Service;0.74;M T L International
2016/2/2;1Z091YW70395578090;SC;29118;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/2;1Z091YW70399931502;NJ;7052;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70399931502;NJ;7052;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70399931502;NJ;7052;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/2;1Z091YW70399931502;NJ;7052;0;0;8;Third Party Billing Service;0.76;M T L International
2016/2/2;1Z091YW70399931502;NJ;7052;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;0;0;7;Delivery Area Surcharge;3.15;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/2;1Z091YW70395967713;LA;70544;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70396110725;IN;46184;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/2;1Z091YW70396110725;IN;46184;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70396110725;IN;46184;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/2;1Z091YW70396110725;IN;46184;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/2;1Z091YW70396110725;IN;46184;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70395704532;VA;22556;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70395704532;VA;22556;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70395704532;VA;22556;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/2;1Z091YW70395704532;VA;22556;0;0;8;Third Party Billing Service;0.76;M T L International
2016/2/2;1Z091YW70395704532;VA;22556;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;0;0;8;Fuel Surcharge;1.64;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;0;0;8;Third Party Billing Service;0.86;M T L International
2016/2/2;1Z091YW70396613147;NC;27810;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;0;0;8;Fuel Surcharge;0.79;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;0;0;8;Third Party Billing Service;0.42;M T L International
2016/2/2;1Z091YW70398820553;NC;28344;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70397475581;FL;32955;13;13;8;Ground Residential Third Party;11.29;M T L International
2016/2/2;1Z091YW70397475581;FL;32955;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70397475581;FL;32955;0;0;8;Fuel Surcharge;0.67;M T L International
2016/2/2;1Z091YW70397475581;FL;32955;0;0;8;Third Party Billing Service;0.35;M T L International
2016/2/2;1Z091YW70392540296;OH;44109;13;13;8;Ground Residential Third Party;11.29;M T L International
2016/2/2;1Z091YW70392540296;OH;44109;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70392540296;OH;44109;0;0;8;Fuel Surcharge;0.67;M T L International
2016/2/2;1Z091YW70392540296;OH;44109;0;0;8;Third Party Billing Service;0.35;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;0;0;8;Fuel Surcharge;1.41;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;0;0;8;Third Party Billing Service;0.74;M T L International
2016/2/2;1Z091YW70394468504;OH;44865;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;0;0;8;Fuel Surcharge;1.41;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;0;0;8;Third Party Billing Service;0.74;M T L International
2016/2/2;1Z091YW70391244911;KY;40734;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;17;30;7;Ground Residential Third Party;18.66;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/2;1Z091YW70394113520;MN;55358;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70395694820;NJ;7631;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/2;1Z091YW70395694820;NJ;7631;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70395694820;NJ;7631;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/2;1Z091YW70395694820;NJ;7631;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/2;1Z091YW70395694820;NJ;7631;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;17;30;7;Ground Residential Third Party;18.66;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/2;1Z091YW70396116630;MN;55731;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;0;0;8;Fuel Surcharge;1.6;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/2;1Z091YW70397093243;NC;27557;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70396166863;PA;16505;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70396166863;PA;16505;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70396166863;PA;16505;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/2;1Z091YW70396166863;PA;16505;0;0;8;Third Party Billing Service;0.76;M T L International
2016/2/2;1Z091YW70396166863;PA;16505;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;0;0;8;Fuel Surcharge;1.64;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;0;0;8;Third Party Billing Service;0.86;M T L International
2016/2/2;1Z091YW70397803485;NH;3872;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70398358929;CA;92055;6;15;2;Ground Commercial Third Party;6.94;M T L International
2016/2/3;1Z091YW70398358929;CA;92055;0;0;2;Delivery Area Surcharge;2.3;M T L International
2016/2/3;1Z091YW70398358929;CA;92055;0;0;2;Fuel Surcharge;0.46;M T L International
2016/2/3;1Z091YW70398358929;CA;92055;0;0;2;Third Party Billing Service;0.24;M T L International
2016/2/3;1Z091YW70398358929;CA;92055;0;0;2;Ground Commercial Third Party;0;M T L International
2016/2/3;1Z091YW70399627681;NC;28655;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/3;1Z091YW70399627681;NC;28655;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70399627681;NC;28655;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/3;1Z091YW70399627681;NC;28655;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/3;1Z091YW70399627681;NC;28655;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70397538290;PA;19607;17;30;8;Ground Residential Third Party;22;M T L International
2016/2/3;1Z091YW70397538290;PA;19607;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70397538290;PA;19607;0;0;8;Fuel Surcharge;1.21;M T L International
2016/2/3;1Z091YW70397538290;PA;19607;0;0;8;Third Party Billing Service;0.63;M T L International
2016/2/3;1Z091YW70397538290;PA;19607;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70392103348;TX;75070;51;60;6;Ground Residential Third Party;22.59;M T L International
2016/2/3;1Z091YW70392103348;TX;75070;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70392103348;TX;75070;0;0;6;Fuel Surcharge;1.23;M T L International
2016/2/3;1Z091YW70392103348;TX;75070;0;0;6;Third Party Billing Service;0.65;M T L International
2016/2/3;1Z091YW70392103348;TX;75070;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70390789960;TX;77047;5;10;6;Ground Residential Third Party;7.91;M T L International
2016/2/3;1Z091YW70390789960;TX;77047;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70390789960;TX;77047;0;0;6;Fuel Surcharge;0.5;M T L International
2016/2/3;1Z091YW70390789960;TX;77047;0;0;6;Third Party Billing Service;0.26;M T L International
2016/2/3;1Z091YW70390789960;TX;77047;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70390950623;TX;77060;24;40;6;Ground Residential Third Party;19.59;M T L International
2016/2/3;1Z091YW70390950623;TX;77060;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70390950623;TX;77060;0;0;6;Fuel Surcharge;1.09;M T L International
2016/2/3;1Z091YW70390950623;TX;77060;0;0;6;Third Party Billing Service;0.57;M T L International
2016/2/3;1Z091YW70390950623;TX;77060;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70399595975;OR;97471;24;40;5;Ground Residential Third Party;15.42;M T L International
2016/2/3;1Z091YW70399595975;OR;97471;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70399595975;OR;97471;0;0;5;Fuel Surcharge;0.88;M T L International
2016/2/3;1Z091YW70399595975;OR;97471;0;0;5;Third Party Billing Service;0.46;M T L International
2016/2/3;1Z091YW70399595975;OR;97471;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;51;60;7;Ground Residential Third Party;26.74;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;0;0;7;Fuel Surcharge;1.64;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;0;0;7;Third Party Billing Service;0.86;M T L International
2016/2/3;1Z091YW70391798332;LA;71351;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;0;0;7;Delivery Area Surcharge;3.15;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/3;1Z091YW70392579577;MS;38672;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70391005385;LA;70403;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/3;1Z091YW70391005385;LA;70403;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70391005385;LA;70403;0;0;7;Fuel Surcharge;1.24;M T L International
2016/2/3;1Z091YW70391005385;LA;70403;0;0;7;Third Party Billing Service;0.65;M T L International
2016/2/3;1Z091YW70391005385;LA;70403;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;24;40;7;Ground Residential Third Party;22.81;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;0;0;7;Fuel Surcharge;1.44;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;0;0;7;Third Party Billing Service;0.76;M T L International
2016/2/3;1Z091YW70393271398;IA;50138;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/3;1Z091YW70392261605;NJ;7740;24;40;8;Ground Residential Third Party;26.72;M T L International
2016/2/3;1Z091YW70392261605;NJ;7740;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/3;1Z091YW70392261605;NJ;7740;0;0;8;Fuel Surcharge;1.44;M T L International
2016/2/3;1Z091YW70392261605;NJ;7740;0;0;8;Third Party Billing Service;0.76;M T L International
