ship date;tracking;state;zip;custom weight;weight;zone;I;rate;shipper
2016/3/1;1Z091YW70399643752;MO;63401;0;0;7;Ground Residential Third Party;0;M T L International
2016/3/1;1Z091YW70399909966;SC;29841;16;23;8;Ground Residential Third Party;16.74;M T L International
2016/3/1;1Z091YW70399909966;SC;29841;0;0;8;Residential Surcharge;2.11;M T L International
2016/3/1;1Z091YW70399909966;SC;29841;0;0;8;Fuel Surcharge;0.94;M T L International
2016/3/1;1Z091YW70399909966;SC;29841;0;0;8;Third Party Billing Service;0;M T L International
2016/3/1;1Z091YW70399909966;SC;29841;0;0;8;Ground Residential Third Party;0;M T L International
2016/3/1;1Z091YW70391669267;OH;43078;24;33;8;Ground Residential Third Party;22.2;M T L International
2016/3/1;1Z091YW70391669267;OH;43078;0;0;8;Residential Surcharge;2.11;M T L International
2016/3/1;1Z091YW70391669267;OH;43078;0;0;8;Delivery Area Surcharge;2.05;M T L International
2016/3/1;1Z091YW70391669267;OH;43078;0;0;8;Fuel Surcharge;1.32;M T L International
