ship date;tracking;state;zip;custom weight;weight;zone;I;rate;shipper
2016/2/15;1Z091YW70396701784;ND;58701;0;0;6;Delivery Area Surcharge;2.3;M T L International
2016/2/15;1Z091YW70396701784;ND;58701;0;0;6;Fuel Surcharge;0.82;M T L International
2016/2/15;1Z091YW70396701784;ND;58701;0;0;6;Third Party Billing Service;0.43;M T L International
2016/2/15;1Z091YW70396701784;ND;58701;0;0;6;Ground Commercial Third Party;0;M T L International
2016/2/15;1Z091YW70399982574;NC;28390;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/15;1Z091YW70399982574;NC;28390;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399982574;NC;28390;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/15;1Z091YW70399982574;NC;28390;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/15;1Z091YW70399982574;NC;28390;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399520992;PA;16601;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70399520992;PA;16601;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399520992;PA;16601;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70399520992;PA;16601;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70399520992;PA;16601;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395134612;OH;44056;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395134612;OH;44056;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395134612;OH;44056;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70395134612;OH;44056;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70395134612;OH;44056;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/15;1Z091YW70395057661;TN;37642;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397346676;MO;64801;24;38;6;Ground Commercial Third Party;18.1;M T L International
2016/2/15;1Z091YW70397346676;MO;64801;0;0;6;Fuel Surcharge;0.9;M T L International
2016/2/15;1Z091YW70397346676;MO;64801;0;0;6;Third Party Billing Service;0.48;M T L International
2016/2/15;1Z091YW70397346676;MO;64801;0;0;6;Ground Commercial Third Party;0;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/15;1Z091YW70398433721;GA;31027;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;17;27;8;Ground Residential Third Party;20;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;0;0;8;Fuel Surcharge;1.31;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;0;0;8;Third Party Billing Service;0.69;M T L International
2016/2/15;1Z091YW70398816148;TN;37367;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;17;27;8;Ground Residential Third Party;20;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;0;0;8;Fuel Surcharge;1.31;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;0;0;8;Third Party Billing Service;0.69;M T L International
2016/2/15;1Z091YW70399913764;AL;36311;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70396521193;SC;29464;17;27;8;Ground Residential Third Party;20;M T L International
2016/2/15;1Z091YW70396521193;SC;29464;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70396521193;SC;29464;0;0;8;Fuel Surcharge;1.11;M T L International
2016/2/15;1Z091YW70396521193;SC;29464;0;0;8;Third Party Billing Service;0.58;M T L International
2016/2/15;1Z091YW70396521193;SC;29464;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399422606;CO;80138;17;27;5;Ground Residential Third Party;11.6;M T L International
2016/2/15;1Z091YW70399422606;CO;80138;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399422606;CO;80138;0;0;5;Fuel Surcharge;0.69;M T L International
2016/2/15;1Z091YW70399422606;CO;80138;0;0;5;Third Party Billing Service;0.36;M T L International
2016/2/15;1Z091YW70399422606;CO;80138;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395846817;OH;43701;17;27;8;Ground Residential Third Party;20;M T L International
2016/2/15;1Z091YW70395846817;OH;43701;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395846817;OH;43701;0;0;8;Fuel Surcharge;1.11;M T L International
2016/2/15;1Z091YW70395846817;OH;43701;0;0;8;Third Party Billing Service;0.58;M T L International
2016/2/15;1Z091YW70395846817;OH;43701;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395417825;NY;11717;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395417825;NY;11717;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395417825;NY;11717;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70395417825;NY;11717;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70395417825;NY;11717;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/15;1Z091YW70396679630;TN;38451;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395696248;WI;53037;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70395696248;WI;53037;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395696248;WI;53037;0;0;7;Fuel Surcharge;1.2;M T L International
2016/2/15;1Z091YW70395696248;WI;53037;0;0;7;Third Party Billing Service;0.63;M T L International
2016/2/15;1Z091YW70395696248;WI;53037;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397651658;IN;46737;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/15;1Z091YW70397651658;IN;46737;0;0;8;Delivery Area Surcharge;2.3;M T L International
2016/2/15;1Z091YW70397651658;IN;46737;0;0;8;Fuel Surcharge;1.36;M T L International
2016/2/15;1Z091YW70397651658;IN;46737;0;0;8;Third Party Billing Service;0.71;M T L International
2016/2/15;1Z091YW70397651658;IN;46737;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/15;1Z091YW70396449861;OH;45895;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;0;0;7;Delivery Area Surcharge;3.15;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;0;0;7;Fuel Surcharge;1.36;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;0;0;7;Third Party Billing Service;0.71;M T L International
2016/2/15;1Z091YW70397390681;MS;39120;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399341293;VA;22701;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/15;1Z091YW70399341293;VA;22701;0;0;8;Delivery Area Surcharge;2.3;M T L International
2016/2/15;1Z091YW70399341293;VA;22701;0;0;8;Fuel Surcharge;1.36;M T L International
2016/2/15;1Z091YW70399341293;VA;22701;0;0;8;Third Party Billing Service;0.71;M T L International
2016/2/15;1Z091YW70399341293;VA;22701;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/15;1Z091YW70397950709;CO;80927;24;38;5;Ground Residential Third Party;15.07;M T L International
2016/2/15;1Z091YW70397950709;CO;80927;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70397950709;CO;80927;0;0;5;Fuel Surcharge;0.86;M T L International
2016/2/15;1Z091YW70397950709;CO;80927;0;0;5;Third Party Billing Service;0.45;M T L International
2016/2/15;1Z091YW70397950709;CO;80927;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/15;1Z091YW70399722916;TN;37110;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395971735;PA;15085;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395971735;PA;15085;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395971735;PA;15085;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70395971735;PA;15085;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70395971735;PA;15085;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395456346;FL;34475;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/15;1Z091YW70395456346;FL;34475;0;0;8;Fuel Surcharge;1.25;M T L International
2016/2/15;1Z091YW70395456346;FL;34475;0;0;8;Third Party Billing Service;0.65;M T L International
2016/2/15;1Z091YW70395456346;FL;34475;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/15;1Z091YW70398665963;FL;32133;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/15;1Z091YW70395422784;IL;61536;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397041398;IL;60404;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/15;1Z091YW70397041398;IL;60404;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70397041398;IL;60404;0;0;7;Fuel Surcharge;1.2;M T L International
2016/2/15;1Z091YW70397041398;IL;60404;0;0;7;Third Party Billing Service;0.63;M T L International
2016/2/15;1Z091YW70397041398;IL;60404;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70396758803;CO;80013;24;38;5;Ground Residential Third Party;15.07;M T L International
2016/2/15;1Z091YW70396758803;CO;80013;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70396758803;CO;80013;0;0;5;Fuel Surcharge;0.86;M T L International
2016/2/15;1Z091YW70396758803;CO;80013;0;0;5;Third Party Billing Service;0.45;M T L International
2016/2/15;1Z091YW70396758803;CO;80013;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;8;8;8;Ground Commercial Third Party;8.31;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Additional Handling;10.5;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Fuel Surcharge;0.42;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Third Party Billing Service;0.48;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Additional Handling;0;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Fuel Surcharge;0;M T L International
2016/2/15;1Z091YW70397626024;NC;28214;0;0;8;Third Party Billing Service;0;M T L International
2016/2/15;1Z091YW70397096446;PA;16028;9;9;8;Ground Residential Third Party;9.11;M T L International
2016/2/15;1Z091YW70397096446;PA;16028;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70397096446;PA;16028;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70397096446;PA;16028;0;0;8;Fuel Surcharge;0.76;M T L International
2016/2/15;1Z091YW70397096446;PA;16028;0;0;8;Third Party Billing Service;0.4;M T L International
2016/2/15;1Z091YW70395562061;OH;43055;9;9;8;Ground Commercial Third Party;8.83;M T L International
2016/2/15;1Z091YW70395562061;OH;43055;0;0;8;Fuel Surcharge;0.44;M T L International
2016/2/15;1Z091YW70395562061;OH;43055;0;0;8;Third Party Billing Service;0.23;M T L International
2016/2/15;1Z091YW70398934887;MO;65619;9;9;6;Ground Residential Third Party;7.67;M T L International
2016/2/15;1Z091YW70398934887;MO;65619;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398934887;MO;65619;0;0;6;Fuel Surcharge;0.49;M T L International
2016/2/15;1Z091YW70398934887;MO;65619;0;0;6;Third Party Billing Service;0.26;M T L International
2016/2/15;1Z091YW70398621492;NY;11550;27;33;8;Ground Residential Third Party;23.05;M T L International
2016/2/15;1Z091YW70398621492;NY;11550;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398621492;NY;11550;0;0;8;Fuel Surcharge;1.26;M T L International
2016/2/15;1Z091YW70398621492;NY;11550;0;0;8;Third Party Billing Service;0.66;M T L International
2016/2/15;1Z091YW70398621492;NY;11550;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399616540;MA;2144;9;9;8;Ground Commercial Third Party;8.83;M T L International
2016/2/15;1Z091YW70399616540;MA;2144;0;0;8;Fuel Surcharge;0.44;M T L International
2016/2/15;1Z091YW70399616540;MA;2144;0;0;8;Third Party Billing Service;0.23;M T L International
2016/2/15;1Z091YW70395477976;CT;6712;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395477976;CT;6712;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395477976;CT;6712;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70395477976;CT;6712;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70395477976;CT;6712;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/15;1Z091YW70397206406;ME;4572;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/15;1Z091YW70399846908;MA;1007;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/15;1Z091YW70399515113;MA;1082;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70395850124;NH;3102;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/15;1Z091YW70395850124;NH;3102;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70395850124;NH;3102;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/15;1Z091YW70395850124;NH;3102;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/15;1Z091YW70395850124;NH;3102;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/15;1Z091YW70398995937;NH;3246;9;9;8;Ground Residential Third Party;9.11;M T L International
2016/2/15;1Z091YW70398995937;NH;3246;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/15;1Z091YW70398995937;NH;3246;0;0;8;Fuel Surcharge;0.56;M T L International
2016/2/15;1Z091YW70398995937;NH;3246;0;0;8;Third Party Billing Service;0.29;M T L International
2016/2/16;1Z091YW70399154227;WA;98311;5;10;5;Ground Residential Third Party;7.52;M T L International
2016/2/16;1Z091YW70399154227;WA;98311;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70399154227;WA;98311;0;0;5;Fuel Surcharge;0.48;M T L International
2016/2/16;1Z091YW70399154227;WA;98311;0;0;5;Third Party Billing Service;0.25;M T L International
2016/2/16;1Z091YW70399154227;WA;98311;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/16;1Z091YW70399791208;TX;77093;24;38;6;Ground Residential Third Party;18.72;M T L International
2016/2/16;1Z091YW70399791208;TX;77093;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70399791208;TX;77093;0;0;6;Fuel Surcharge;1.04;M T L International
2016/2/16;1Z091YW70399791208;TX;77093;0;0;6;Third Party Billing Service;0.55;M T L International
2016/2/16;1Z091YW70399791208;TX;77093;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/16;1Z091YW70398741899;TX;79927;9;9;5;Ground Residential Third Party;7.31;M T L International
2016/2/16;1Z091YW70398741899;TX;79927;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70398741899;TX;79927;0;0;5;Fuel Surcharge;0.47;M T L International
2016/2/16;1Z091YW70398741899;TX;79927;0;0;5;Third Party Billing Service;0.25;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;8;8;8;Ground Residential Third Party;8.58;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Additional Handling;10.5;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Fuel Surcharge;0.73;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Third Party Billing Service;0.65;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Residential Surcharge;0;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Delivery Area Surcharge - Extended;0;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Additional Handling;0;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Fuel Surcharge;0;M T L International
2016/2/16;1Z091YW70395367175;AL;36040;0;0;8;Third Party Billing Service;0;M T L International
2016/2/16;1Z091YW70396926989;MA;2703;9;9;8;Ground Residential Third Party;9.11;M T L International
2016/2/16;1Z091YW70396926989;MA;2703;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70396926989;MA;2703;0;0;8;Fuel Surcharge;0.56;M T L International
2016/2/16;1Z091YW70396926989;MA;2703;0;0;8;Third Party Billing Service;0.29;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;4;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;0;0;8;Fuel Surcharge;0.79;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;0;0;8;Third Party Billing Service;0.42;M T L International
2016/2/16;1Z091YW70398431214;SC;29918;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/16;1Z091YW70397016648;FL;32548;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/16;1Z091YW70397016648;FL;32548;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70397016648;FL;32548;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/16;1Z091YW70397016648;FL;32548;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/16;1Z091YW70397016648;FL;32548;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/16;1Z091YW70395004057;FL;32327;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/16;1Z091YW70399394263;FL;33165;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/16;1Z091YW70399394263;FL;33165;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/16;1Z091YW70399394263;FL;33165;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/16;1Z091YW70399394263;FL;33165;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/16;1Z091YW70399394263;FL;33165;0;0;8;Ground Residential Third Party;0;M T L International
