ship date;tracking;state;zip;custom weight;weight;zone;I;rate;shipper
2016/3/1;1Z2E372V0392291654;NY;11375;47;47;8;Ground Commercial Collect;0;Nutritionship Inc
2016/3/1;1Z2E372V0393000680;NY;11375;47;47;8;Ground Commercial Collect;0;Nutritionship Inc
2016/3/1;1Z2E372V0393584498;NY;11375;47;47;8;Ground Commercial Collect;0;Nutritionship Inc
2016/3/1;1Z2E372V0394568709;NY;11375;47;47;8;Ground Commercial Collect;0;Nutritionship Inc
2016/2/11;1Z091YW70390292602;AR;72802;5;10;7;Ground Residential Third Party;8.8;M T L International
2016/2/11;1Z091YW70390292602;AR;72802;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/11;1Z091YW70390292602;AR;72802;0;0;7;Fuel Surcharge;0.55;M T L International
2016/2/11;1Z091YW70390292602;AR;72802;0;0;7;Third Party Billing Service;0.29;M T L International
2016/2/11;1Z091YW70390292602;AR;72802;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/19;1Z091YW70393644495;RI;2908;10;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/19;1Z091YW70393644495;RI;2908;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/19;1Z091YW70393644495;RI;2908;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/19;1Z091YW70393644495;RI;2908;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/19;1Z091YW70393749720;MN;55076;28;33;7;Ground Residential Third Party;19.45;M T L International
2016/2/19;1Z091YW70393749720;MN;55076;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/19;1Z091YW70393749720;MN;55076;0;0;7;Fuel Surcharge;1.08;M T L International
2016/2/19;1Z091YW70393749720;MN;55076;0;0;7;Third Party Billing Service;0.57;M T L International
2016/2/19;1Z091YW70393749720;MN;55076;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/19;1Z091YW70397464575;ME;4619;17;27;8;Ground Commercial Third Party;19.36;M T L International
2016/2/19;1Z091YW70397464575;ME;4619;0;0;8;Delivery Area Surcharge;2.3;M T L International
2016/2/19;1Z091YW70397464575;ME;4619;0;0;8;Fuel Surcharge;1.08;M T L International
2016/2/19;1Z091YW70397464575;ME;4619;0;0;8;Third Party Billing Service;0.57;M T L International
2016/2/19;1Z091YW70397464575;ME;4619;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/22;1Z091YW70399985839;FL;34223;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/22;1Z091YW70399985839;FL;34223;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70399985839;FL;34223;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/22;1Z091YW70399985839;FL;34223;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/22;1Z091YW70399985839;FL;34223;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/22;1Z091YW70399976885;NY;12158;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/22;1Z091YW70395023492;VA;24121;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/22;1Z091YW70397377008;MA;1506;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/22;1Z091YW70398641087;ME;4410;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70391822877;TX;78557;5;12;6;Ground Commercial Third Party;7.87;M T L International
2016/2/22;1Z091YW70391822877;TX;78557;0;0;6;Fuel Surcharge;0.4;M T L International
2016/2/22;1Z091YW70391822877;TX;78557;0;0;6;Third Party Billing Service;0.21;M T L International
2016/2/22;1Z091YW70391822877;TX;78557;0;0;6;Ground Commercial Third Party;0;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;51;60;6;Ground Residential Third Party;22.59;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;0;0;6;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;0;0;6;Fuel Surcharge;1.43;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;0;0;6;Third Party Billing Service;0.75;M T L International
2016/2/22;1Z091YW70392376732;TX;78003;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70390609743;GA;30813;51;60;8;Ground Residential Third Party;31.74;M T L International
2016/2/22;1Z091YW70390609743;GA;30813;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70390609743;GA;30813;0;0;8;Fuel Surcharge;1.69;M T L International
2016/2/22;1Z091YW70390609743;GA;30813;0;0;8;Third Party Billing Service;0.89;M T L International
2016/2/22;1Z091YW70390609743;GA;30813;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;51;60;7;Ground Residential Third Party;26.74;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;0;0;7;Delivery Area Surcharge;3.15;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;0;0;7;Fuel Surcharge;1.6;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;0;0;7;Third Party Billing Service;0.84;M T L International
2016/2/22;1Z091YW70391706958;MS;39648;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;51;60;8;Ground Residential Third Party;31.74;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;0;0;8;Fuel Surcharge;1.89;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;0;0;8;Third Party Billing Service;0.99;M T L International
2016/2/22;1Z091YW70393447314;KY;42754;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;51;60;8;Ground Residential Third Party;31.74;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;0;0;8;Fuel Surcharge;1.89;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;0;0;8;Third Party Billing Service;0.99;M T L International
2016/2/22;1Z091YW70392822900;TN;38547;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;51;60;7;Ground Residential Third Party;26.74;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;0;0;7;Fuel Surcharge;1.64;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;0;0;7;Third Party Billing Service;0.86;M T L International
2016/2/22;1Z091YW70392434688;AL;35186;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70390823789;FL;34610;5;12;8;Ground Commercial Third Party;10.27;M T L International
2016/2/23;1Z091YW70390823789;FL;34610;0;0;8;Fuel Surcharge;0.52;M T L International
2016/2/23;1Z091YW70390823789;FL;34610;0;0;8;Third Party Billing Service;0.27;M T L International
2016/2/23;1Z091YW70390823789;FL;34610;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70390296000;TN;38018;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/23;1Z091YW70390296000;TN;38018;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70390296000;TN;38018;0;0;7;Fuel Surcharge;1.2;M T L International
2016/2/23;1Z091YW70390296000;TN;38018;0;0;7;Third Party Billing Service;0.63;M T L International
2016/2/23;1Z091YW70390296000;TN;38018;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;9;9;8;Ground Residential Third Party;9.11;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Additional Handling;10.5;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Fuel Surcharge;0.56;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Third Party Billing Service;0.56;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Residential Surcharge;0;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Additional Handling;0;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Fuel Surcharge;0;M T L International
2016/2/23;1Z091YW70391041023;FL;34613;0;0;8;Third Party Billing Service;0;M T L International
2016/2/23;1Z091YW70398084420;IA;51503;24;38;6;Ground Residential Third Party;18.72;M T L International
2016/2/23;1Z091YW70398084420;IA;51503;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70398084420;IA;51503;0;0;6;Fuel Surcharge;1.04;M T L International
2016/2/23;1Z091YW70398084420;IA;51503;0;0;6;Third Party Billing Service;0.55;M T L International
2016/2/23;1Z091YW70398084420;IA;51503;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70395458844;FL;33035;5;10;8;Ground Residential Third Party;9.73;M T L International
2016/2/23;1Z091YW70395458844;FL;33035;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70395458844;FL;33035;0;0;8;Fuel Surcharge;0.59;M T L International
2016/2/23;1Z091YW70395458844;FL;33035;0;0;8;Third Party Billing Service;0.31;M T L International
2016/2/23;1Z091YW70395458844;FL;33035;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70399274231;MD;21227;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70399274231;MD;21227;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70399274231;MD;21227;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70399274231;MD;21227;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70399274231;MD;21227;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70396022259;FL;34785;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/23;1Z091YW70396022259;FL;34785;0;0;8;Delivery Area Surcharge - Extended;2.3;M T L International
2016/2/23;1Z091YW70396022259;FL;34785;0;0;8;Fuel Surcharge;1.36;M T L International
2016/2/23;1Z091YW70396022259;FL;34785;0;0;8;Third Party Billing Service;0.71;M T L International
2016/2/23;1Z091YW70396022259;FL;34785;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70395068462;NY;10710;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70395068462;NY;10710;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70395068462;NY;10710;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70395068462;NY;10710;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70395068462;NY;10710;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70399021478;NY;11234;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70399021478;NY;11234;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70399021478;NY;11234;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70399021478;NY;11234;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70399021478;NY;11234;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;0;0;8;Fuel Surcharge;1.59;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;0;0;8;Third Party Billing Service;0.84;M T L International
2016/2/23;1Z091YW70395543895;MI;49709;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;0;0;7;Fuel Surcharge;1.4;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;0;0;7;Third Party Billing Service;0.74;M T L International
2016/2/23;1Z091YW70397961304;IL;61041;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;0;0;8;Delivery Area Surcharge;3.15;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;0;0;8;Fuel Surcharge;1.55;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;0;0;8;Third Party Billing Service;0.81;M T L International
2016/2/23;1Z091YW70399098940;FL;34288;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;24;38;6;Ground Residential Third Party;18.72;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;0;0;6;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;0;0;6;Delivery Area Surcharge - Extended;4;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;0;0;6;Fuel Surcharge;1.24;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;0;0;6;Third Party Billing Service;0.65;M T L International
2016/2/23;1Z091YW70395705577;MO;65613;0;0;6;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70399123993;GA;30044;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70399123993;GA;30044;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70399123993;GA;30044;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70399123993;GA;30044;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70399123993;GA;30044;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70398049405;AR;72364;24;38;7;Ground Commercial Third Party;21.21;M T L International
2016/2/23;1Z091YW70398049405;AR;72364;0;0;7;Delivery Area Surcharge;2.3;M T L International
2016/2/23;1Z091YW70398049405;AR;72364;0;0;7;Fuel Surcharge;1.17;M T L International
2016/2/23;1Z091YW70398049405;AR;72364;0;0;7;Third Party Billing Service;0.62;M T L International
2016/2/23;1Z091YW70398049405;AR;72364;0;0;7;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70396417618;MD;20737;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/23;1Z091YW70396417618;MD;20737;0;0;8;Fuel Surcharge;1.25;M T L International
2016/2/23;1Z091YW70396417618;MD;20737;0;0;8;Third Party Billing Service;0.65;M T L International
2016/2/23;1Z091YW70396417618;MD;20737;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;0;0;7;Delivery Area Surcharge;3.15;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;0;0;7;Fuel Surcharge;1.36;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;0;0;7;Third Party Billing Service;0.71;M T L International
2016/2/23;1Z091YW70396298435;MO;65401;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70398619049;NY;10512;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70398619049;NY;10512;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70398619049;NY;10512;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70398619049;NY;10512;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70398619049;NY;10512;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70396540663;MD;21037;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70396540663;MD;21037;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70396540663;MD;21037;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70396540663;MD;21037;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70396540663;MD;21037;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70395469672;FL;33177;24;38;8;Ground Commercial Third Party;24.89;M T L International
2016/2/23;1Z091YW70395469672;FL;33177;0;0;8;Fuel Surcharge;1.25;M T L International
2016/2/23;1Z091YW70395469672;FL;33177;0;0;8;Third Party Billing Service;0.65;M T L International
2016/2/23;1Z091YW70395469672;FL;33177;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70395584092;IN;46241;24;38;7;Ground Commercial Third Party;21.21;M T L International
2016/2/23;1Z091YW70395584092;IN;46241;0;0;7;Fuel Surcharge;1.06;M T L International
2016/2/23;1Z091YW70395584092;IN;46241;0;0;7;Third Party Billing Service;0.56;M T L International
2016/2/23;1Z091YW70395584092;IN;46241;0;0;7;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70397333715;MO;63031;24;38;7;Ground Residential Third Party;21.95;M T L International
2016/2/23;1Z091YW70397333715;MO;63031;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70397333715;MO;63031;0;0;7;Fuel Surcharge;1.2;M T L International
2016/2/23;1Z091YW70397333715;MO;63031;0;0;7;Third Party Billing Service;0.63;M T L International
2016/2/23;1Z091YW70397333715;MO;63031;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;9;9;7;Ground Commercial Third Party;8.05;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Delivery Area Surcharge - Extended;2.3;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Additional Handling;10.5;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Fuel Surcharge;0.51;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Third Party Billing Service;0.53;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Delivery Area Surcharge - Extended;0;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Additional Handling;0;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Fuel Surcharge;0;M T L International
2016/2/23;1Z091YW70397756723;LA;70585;0;0;7;Third Party Billing Service;0;M T L International
2016/2/23;1Z091YW70395030537;WI;54956;9;9;7;Ground Commercial Third Party;8.05;M T L International
2016/2/23;1Z091YW70395030537;WI;54956;0;0;7;Fuel Surcharge;0.4;M T L International
2016/2/23;1Z091YW70395030537;WI;54956;0;0;7;Third Party Billing Service;0.21;M T L International
2016/2/23;1Z091YW70398019143;VA;22655;9;9;8;Ground Residential Third Party;9.11;M T L International
2016/2/23;1Z091YW70398019143;VA;22655;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70398019143;VA;22655;0;0;8;Fuel Surcharge;0.56;M T L International
2016/2/23;1Z091YW70398019143;VA;22655;0;0;8;Third Party Billing Service;0.29;M T L International
2016/2/23;1Z091YW70398706552;OH;44133;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70398706552;OH;44133;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70398706552;OH;44133;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70398706552;OH;44133;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70398706552;OH;44133;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70396201583;CO;80207;51;60;5;Ground Residential Third Party;18.88;M T L International
2016/2/23;1Z091YW70396201583;CO;80207;0;0;5;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70396201583;CO;80207;0;0;5;Fuel Surcharge;1.05;M T L International
2016/2/23;1Z091YW70396201583;CO;80207;0;0;5;Third Party Billing Service;0.55;M T L International
2016/2/23;1Z091YW70396201583;CO;80207;0;0;5;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70394229978;NY;13350;24;38;8;Ground Residential Third Party;25.75;M T L International
2016/2/23;1Z091YW70394229978;NY;13350;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70394229978;NY;13350;0;0;8;Fuel Surcharge;1.39;M T L International
2016/2/23;1Z091YW70394229978;NY;13350;0;0;8;Third Party Billing Service;0.73;M T L International
2016/2/23;1Z091YW70394229978;NY;13350;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70394622417;KY;42003;24;38;7;Ground Commercial Third Party;21.21;M T L International
2016/2/23;1Z091YW70394622417;KY;42003;0;0;7;Fuel Surcharge;1.06;M T L International
2016/2/23;1Z091YW70394622417;KY;42003;0;0;7;Third Party Billing Service;0.56;M T L International
2016/2/23;1Z091YW70394622417;KY;42003;0;0;7;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;17;27;8;Ground Residential Third Party;20;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;0;0;8;Delivery Area Surcharge - Extended;4;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;0;0;8;Fuel Surcharge;1.31;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;0;0;8;Third Party Billing Service;0.69;M T L International
2016/2/23;1Z091YW70396181515;FL;33597;0;0;8;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;17;27;7;Ground Residential Third Party;17.1;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;0;0;7;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;0;0;7;Delivery Area Surcharge - Extended;4;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;0;0;7;Fuel Surcharge;1.16;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;0;0;7;Third Party Billing Service;0.61;M T L International
2016/2/23;1Z091YW70399046335;AL;36545;0;0;7;Ground Residential Third Party;0;M T L International
2016/2/23;1Z091YW70396796763;KY;41042;18;18;8;Ground Residential Third Party;14.21;M T L International
2016/2/23;1Z091YW70396796763;KY;41042;0;0;8;Residential Surcharge;2.11;M T L International
2016/2/23;1Z091YW70396796763;KY;41042;0;0;8;Fuel Surcharge;0.82;M T L International
2016/2/23;1Z091YW70396796763;KY;41042;0;0;8;Third Party Billing Service;0.43;M T L International
2016/2/23;1Z091YW70397313773;FL;33073;27;33;8;Ground Commercial Third Party;22.28;M T L International
2016/2/23;1Z091YW70397313773;FL;33073;0;0;8;Fuel Surcharge;1.11;M T L International
2016/2/23;1Z091YW70397313773;FL;33073;0;0;8;Third Party Billing Service;0.58;M T L International
2016/2/23;1Z091YW70397313773;FL;33073;0;0;8;Ground Commercial Third Party;0;M T L International
2016/2/23;1Z091YW70398924192;NY;10451;51;60;8;Ground Residential Third Party;31.74;M T L International
2016/2/23;1Z091YW70398924192;NY;10451;0;0;8;Residential Surcharge;2.11;M T L International
